topic,argument,label,tokenized_argument,new_id
women,"I find this answer scaring to the utmost extent. I am a 33 year old mother, and had two absolutely perfectly normal pregnancies. I am very healthy. I delivered my two girls with the least interventions (no drugs or other interventions). Every single thing the doctors did, I was asked first... Except... my second daughter was entangled in her cord. The doctor immediately helped her out with vacuum. Today, she has no lesions or side effects. I wonder and do not want to consider what would have happened in a home birth. Overall, I found the providers extremely amenable and willing to do anything to accommodate for me (the mother)... except, when my baby's life was at stake, and they did what they could do provide a safe birth. Exactly what I wanted.",1,"I find this answer scaring to the utmost extent . I am a 33 year old mother , and had two absolutely perfectly normal pregnancies . I am very healthy . I delivered my two girls with the least interventions ( no drugs or other interventions ) . Every single thing the doctors did , I was asked first ... Except ... my second daughter was entangled in her cord . The doctor immediately helped her out with vacuum . Today , she has no lesions or side effects . I wonder and do not want to consider what would have happened in a home birth . Overall , I found the providers extremely amenable and willing to do anything to accommodate for me ( the mother ) ... except , when my baby 's life was at stake , and they did what they could do provide a safe birth . Exactly what I wanted .",14239
office layout,"I'm in advertising. A writer and an art director (in the old world) are paired together to come up with creative ideas that neither might arrive at alone. It's an awkward dance between two minds. You have to make a fool of yourself, try out all the bad ideas first, give criticism, accept it. At times it means shouting, singing, cursing, ranting, and speaking every bawdy, politically-incorrect idea that crosses your mind. The process can not be done in public, in an open work area. It's too embarrassing. It involves trust in the person you're collaborating with not to repeat every stupid thing you uttered on the hard road to a good idea. An office needs to be designed based on the kind of work people are doing. Pity to anyone who needs to work on the phone in an open plan.",1,"I 'm in advertising . A writer and an art director ( in the old world ) are paired together to come up with creative ideas that neither might arrive at alone . It 's an awkward dance between two minds . You have to make a fool of yourself , try out all the bad ideas first , give criticism , accept it . At times it means shouting , singing , cursing , ranting , and speaking every bawdy , politically - incorrect idea that crosses your mind . The process can not be done in public , in an open work area . It 's too embarrassing . It involves trust in the person you 're collaborating with not to repeat every stupid thing you uttered on the hard road to a good idea . An office needs to be designed based on the kind of work people are doing . Pity to anyone who needs to work on the phone in an open plan .",14313
teachers,"I taught high school English for forty years, and the first five years were my apprenticeship. Under the guidance of a brilliant department head, I learned what good teaching requires: hard work, a willingness to take risks, the ability to make strong connections with students, and the desire to be a life-long learner. I feel that I became better decade by decade, and I retired only when it became impossible to get that second burst of energy in the afternoon after students had left for the day. I loved almost every minute in the classroom, but at 68, I knew it was time for me to go.",1,"I taught high school English for forty years , and the first five years were my apprenticeship . Under the guidance of a brilliant department head , I learned what good teaching requires : hard work , a willingness to take risks , the ability to make strong connections with students , and the desire to be a life - long learner . I feel that I became better decade by decade , and I retired only when it became impossible to get that second burst of energy in the afternoon after students had left for the day . I loved almost every minute in the classroom , but at 68 , I knew it was time for me to go .",14326
experience,"I taught high school English for forty years, and the first five years were my apprenticeship. Under the guidance of a brilliant department head, I learned what good teaching requires: hard work, a willingness to take risks, the ability to make strong connections with students, and the desire to be a life-long learner. I feel that I became better decade by decade, and I retired only when it became impossible to get that second burst of energy in the afternoon after students had left for the day. I loved almost every minute in the classroom, but at 68, I knew it was time for me to go.",1,"I taught high school English for forty years , and the first five years were my apprenticeship . Under the guidance of a brilliant department head , I learned what good teaching requires : hard work , a willingness to take risks , the ability to make strong connections with students , and the desire to be a life - long learner . I feel that I became better decade by decade , and I retired only when it became impossible to get that second burst of energy in the afternoon after students had left for the day . I loved almost every minute in the classroom , but at 68 , I knew it was time for me to go .",14330
your cat,"A cat living in the wild needs its claws for climbing trees and for self defense. A pet cat kept indoors does not need its claws. If I have to keep a pet cat I would insist on declawing it. Otherwise I would forgo the pleasure of having a cat as a pet, no matter how cuddly.",0,"A cat living in the wild needs its claws for climbing trees and for self defense . A pet cat kept indoors does not need its claws . If I have to keep a pet cat I would insist on declawing it . Otherwise I would forgo the pleasure of having a cat as a pet , no matter how cuddly .",14416
affirmative action,"What we should be looking for are fairer opportunities and more equal outcomes. Race-based admissions are not about outcomes but about a preference. It's revanchist - plain and simple. It's taking away slots from low-income white kids with high aptitude and giving them to middle-income black kids with mediocre aptitude. It's punishing them for something they had nothing to do with. If you can't understand that then you'll never understand the powder-keg of white resentment in red state america. Poor kids deserve a leg up because being poor saddles kids with a whole host of disadvantages that they didn't ask for. To say that rich, black kids deserve a leg up because they're black shows a serious lack of a sense of irony.",0,"What we should be looking for are fairer opportunities and more equal outcomes . Race - based admissions are not about outcomes but about a preference . It 's revanchist - plain and simple . It 's taking away slots from low - income white kids with high aptitude and giving them to middle - income black kids with mediocre aptitude . It 's punishing them for something they had nothing to do with . If you ca n't understand that then you 'll never understand the powder - keg of white resentment in red state america . Poor kids deserve a leg up because being poor saddles kids with a whole host of disadvantages that they did n't ask for . To say that rich , black kids deserve a leg up because they 're black shows a serious lack of a sense of irony .",14420
the u.s. embassy,"Just out of curiosity, are there any moves which either Israel of the US can take which won't result in Arab violence? In 2000, Israel made a peace proposal to the Palestinians, the Palestinians responded with...violence. In 2005, Israel withdrew from Gaza, the Palestinians responded with...violence. The author is correct, if the US moves its embassy to Jerusalem, a move which I don't see as either solving anything or wise at this time, it will result in Palestinian violence. You will have to excuse me if I think he needs a better argument against the idea since violence seems to be the Palestinians' default reaction to everything. This may explain why the Israelis don't want to put their cities in firing range by giving up the west bank in return for empty promises by either the UN, the US or the Palestinians.",0,"Just out of curiosity , are there any moves which either Israel of the US can take which wo n't result in Arab violence ? In 2000 , Israel made a peace proposal to the Palestinians , the Palestinians responded with ... violence . In 2005 , Israel withdrew from Gaza , the Palestinians responded with ... violence . The author is correct , if the US moves its embassy to Jerusalem , a move which I do n't see as either solving anything or wise at this time , it will result in Palestinian violence . You will have to excuse me if I think he needs a better argument against the idea since violence seems to be the Palestinians ' default reaction to everything . This may explain why the Israelis do n't want to put their cities in firing range by giving up the west bank in return for empty promises by either the UN , the US or the Palestinians .",14511
your cat,"I have owned five cats (more accurately, they owned me) in my adult life, and every one has been declawed. Each cat was rescued from a shelter, three were under a year old, and our current two had lived in a no-kill shelter for three years before coming to our home. My vet sends the cats home the day following surgery with a pain patch on, and the cats are very comfortable yet able to jump onto furniture and use their litter box. The patch falls off in a few days, and life goes on. All of my cats have been spayed/neutered and indoor animals, no exceptions allowed, and they live long, happy, spoiled lives. It's okay to care about my cats and the way my furniture looks, too.",1,"I have owned five cats ( more accurately , they owned me ) in my adult life , and every one has been declawed . Each cat was rescued from a shelter , three were under a year old , and our current two had lived in a no - kill shelter for three years before coming to our home . My vet sends the cats home the day following surgery with a pain patch on , and the cats are very comfortable yet able to jump onto furniture and use their litter box . The patch falls off in a few days , and life goes on . All of my cats have been spayed / neutered and indoor animals , no exceptions allowed , and they live long , happy , spoiled lives . It 's okay to care about my cats and the way my furniture looks , too .",14527
public preschool,"I would like to suggest an additional choice. If we are going to subsidize preschool or child care, why not also subsidize parents who want to stay home with their children but can't afford to? We are constantly being urged to copy European measures to provide care for children outside the home, but we are never urged to follow the example of Finland, France, Norway, Belgium and Austria by also providing parental home-care allowances. Why the selectivity? I am afraid it is because while feminism claims to oppose our tendency to hold the work of childcare in low regard - a tendency which predates second-wave feminism - it has done virtually nothing to correct that prejudice. Instead it supports an everybody-into-the-workforce ideology which in turn relies on the availability of underpaid childcare.",1,"I would like to suggest an additional choice . If we are going to subsidize preschool or child care , why not also subsidize parents who want to stay home with their children but ca n't afford to ? We are constantly being urged to copy European measures to provide care for children outside the home , but we are never urged to follow the example of Finland , France , Norway , Belgium and Austria by also providing parental home - care allowances . Why the selectivity ? I am afraid it is because while feminism claims to oppose our tendency to hold the work of childcare in low regard - a tendency which predates second - wave feminism - it has done virtually nothing to correct that prejudice . Instead it supports an everybody - into - the - workforce ideology which in turn relies on the availability of underpaid childcare .",14593
reparations,"To those who feel wronged by the colonial slave trade: How much money per victim would be enough to satisfy the majority of those who feel affected? Would people of mixed race be given only a percentage of reparations equivalent to their African heritage? Would DNA tests be required for everybody? If the reparations wouldn't be race-based, what records would be used by people to prove that their ancestors were enslaved? Would descendants of white Quakers or poor white people (who were on record in the censuses as being non-slave owners) be required to pay too? Would descendants of white people from the North who fought in the Civil War against slavery have to pay as much as descendants of people from the Confederate states? What about financial accountability from descendants of Africans who are on record in the census as being slave-holders, or descendants of the tribespeople that helped facilitate the slave trade in Africa?",0,"To those who feel wronged by the colonial slave trade : How much money per victim would be enough to satisfy the majority of those who feel affected ? Would people of mixed race be given only a percentage of reparations equivalent to their African heritage ? Would DNA tests be required for everybody ? If the reparations would n't be race - based , what records would be used by people to prove that their ancestors were enslaved ? Would descendants of white Quakers or poor white people ( who were on record in the censuses as being non - slave owners ) be required to pay too ? Would descendants of white people from the North who fought in the Civil War against slavery have to pay as much as descendants of people from the Confederate states ? What about financial accountability from descendants of Africans who are on record in the census as being slave - holders , or descendants of the tribespeople that helped facilitate the slave trade in Africa ?",14681
parents,"Growing up, I was always a high academic achiever. Still, I always asked my parents to proofread my work before turning it in. Those evenings in which my parents edited at my side turned out to improve my writing so much more than my teachers ever could. That one-on-one, painstakingly specific instruction taught me that active voice is preferable to passive and that there is a difference between formal, academic essays and casual, creative writing. Just because my parents helped me craft an essay didn't mean I didn't learn to become a better writer from that experience, and it certainly didn't make me dependent on them throughout my life. My younger sister, on the other hand, resisted their help, preferring to do her work alone. She became an exceptional writer and went to a great school. In the end, each kid has different needs. I don't think you can make a blanket statement saying ""all parents should do this"" or ""all homework help (or homework, for that matter) is counterproductive.""",1,"Growing up , I was always a high academic achiever . Still , I always asked my parents to proofread my work before turning it in . Those evenings in which my parents edited at my side turned out to improve my writing so much more than my teachers ever could . That one - on - one , painstakingly specific instruction taught me that active voice is preferable to passive and that there is a difference between formal , academic essays and casual , creative writing . Just because my parents helped me craft an essay did n't mean I did n't learn to become a better writer from that experience , and it certainly did n't make me dependent on them throughout my life . My younger sister , on the other hand , resisted their help , preferring to do her work alone . She became an exceptional writer and went to a great school . In the end , each kid has different needs . I do n't think you can make a blanket statement saying "" all parents should do this "" or "" all homework help ( or homework , for that matter ) is counterproductive . """,14693
their children,"Growing up, I was always a high academic achiever. Still, I always asked my parents to proofread my work before turning it in. Those evenings in which my parents edited at my side turned out to improve my writing so much more than my teachers ever could. That one-on-one, painstakingly specific instruction taught me that active voice is preferable to passive and that there is a difference between formal, academic essays and casual, creative writing. Just because my parents helped me craft an essay didn't mean I didn't learn to become a better writer from that experience, and it certainly didn't make me dependent on them throughout my life. My younger sister, on the other hand, resisted their help, preferring to do her work alone. She became an exceptional writer and went to a great school. In the end, each kid has different needs. I don't think you can make a blanket statement saying ""all parents should do this"" or ""all homework help (or homework, for that matter) is counterproductive.""",1,"Growing up , I was always a high academic achiever . Still , I always asked my parents to proofread my work before turning it in . Those evenings in which my parents edited at my side turned out to improve my writing so much more than my teachers ever could . That one - on - one , painstakingly specific instruction taught me that active voice is preferable to passive and that there is a difference between formal , academic essays and casual , creative writing . Just because my parents helped me craft an essay did n't mean I did n't learn to become a better writer from that experience , and it certainly did n't make me dependent on them throughout my life . My younger sister , on the other hand , resisted their help , preferring to do her work alone . She became an exceptional writer and went to a great school . In the end , each kid has different needs . I do n't think you can make a blanket statement saying "" all parents should do this "" or "" all homework help ( or homework , for that matter ) is counterproductive . """,14697
happy hour,"Hollow argument. I am radically opposed to drunk driving, but using drunk driving as an argument against happy hours is not applicable in any city with a good public transit system - e.g Chicago. I've seen fans at sporting events (in Chicago) consume much more beer than most people could consume during happy hour; yet the only restrictions at ballparks, stadiums, and arenas are stopping sales at a point late in the game. So the guzzlers stock up before that point. When I've seen these types, I've always hoped they were taking public transit. Public transit systems and their passengers don't want to deal with drunks either. And the general RESPONSIBLE population should not be penalized by the irresponsible few. The answer is to limit the number of alcoholic beverages per person during happy hour. It would be a good idea at sporting events too, but the team owners and concessionaires would never allow that.",1,"Hollow argument . I am radically opposed to drunk driving , but using drunk driving as an argument against happy hours is not applicable in any city with a good public transit system - e.g Chicago . I 've seen fans at sporting events ( in Chicago ) consume much more beer than most people could consume during happy hour ; yet the only restrictions at ballparks , stadiums , and arenas are stopping sales at a point late in the game . So the guzzlers stock up before that point . When I 've seen these types , I 've always hoped they were taking public transit . Public transit systems and their passengers do n't want to deal with drunks either . And the general RESPONSIBLE population should not be penalized by the irresponsible few . The answer is to limit the number of alcoholic beverages per person during happy hour . It would be a good idea at sporting events too , but the team owners and concessionaires would never allow that .",14778
greece,"Optimism, please ! The sky is not falling as some predict. Papandreou has shrewdly realized he can can pressure Europe for a better deal. Thus in the end there's a bigger haircut and Greece remains in the Euro. Ditto for the others.",0,"Optimism , please ! The sky is not falling as some predict . Papandreou has shrewdly realized he can can pressure Europe for a better deal . Thus in the end there 's a bigger haircut and Greece remains in the Euro . Ditto for the others .",14814
the euro zone,"Optimism, please ! The sky is not falling as some predict. Papandreou has shrewdly realized he can can pressure Europe for a better deal. Thus in the end there's a bigger haircut and Greece remains in the Euro. Ditto for the others.",1,"Optimism , please ! The sky is not falling as some predict . Papandreou has shrewdly realized he can can pressure Europe for a better deal . Thus in the end there 's a bigger haircut and Greece remains in the Euro . Ditto for the others .",14822
extreme parenting,"I am Jewish. I was raised by loving parents who wished me the best and allowed me to explore my desires. I had two Ph.D.'s by the age of 24. I have three children, one a MD-PhD, one a JD, and one a horse farmer. All did as they wished- I told them to do it well- Period. Life is too short for the helicopter parenting I see in my Asian colleagues. Be happy, eat dessert first, life will be over before you know it.",0,"I am Jewish . I was raised by loving parents who wished me the best and allowed me to explore my desires . I had two Ph.D. 's by the age of 24 . I have three children , one a MD - PhD , one a JD , and one a horse farmer . All did as they wished- I told them to do it well- Period . Life is too short for the helicopter parenting I see in my Asian colleagues . Be happy , eat dessert first , life will be over before you know it .",14840
grade colleges,"Perhaps the government should start by rating K-12 schools. Identify the myriad failing public schools -- how hard should that be? And then, give these students vouchers to give them a shot at a meaningful K-12 education, Improve K--12 education first, and then worry about the colleges.",1,"Perhaps the government should start by rating K-12 schools . Identify the myriad failing public schools -- how hard should that be ? And then , give these students vouchers to give them a shot at a meaningful K-12 education , Improve K--12 education first , and then worry about the colleges .",14883
companies,"I haven't heard any serious call for more regulation of the emissions problem, All I hear is a call to make it harder for companies to cheat by improving testing of vehicles. This is not additional regulation. The author in using a massive cheating scandal to diminish the role of regulation is again promoting the small government agenda. This scandal is proof that government regulation and testing is essential. Without it this fraud would never have been detected.",0,"I have n't heard any serious call for more regulation of the emissions problem , All I hear is a call to make it harder for companies to cheat by improving testing of vehicles . This is not additional regulation . The author in using a massive cheating scandal to diminish the role of regulation is again promoting the small government agenda . This scandal is proof that government regulation and testing is essential . Without it this fraud would never have been detected .",14951
overcrowding,"Yes, America needs to get its house in order. Our population is growing by about 30 million per decade!!! Just about all of the population growth results from immigration. So let's reduce immigration and also focus on reducing consumption. Without reduced immigration all our environmental efforts to be more efficient and consume less are swamped and irrelevant.",0,"Yes , America needs to get its house in order . Our population is growing by about 30 million per decade ! ! ! Just about all of the population growth results from immigration . So let 's reduce immigration and also focus on reducing consumption . Without reduced immigration all our environmental efforts to be more efficient and consume less are swamped and irrelevant .",14961
home schoolers,"Although I have no idea what studies show about home schooled kids, I do know that, having hired two of them, my impression is not favorable. Both were prima donnas who spent a lot of time complaining about work rules, who thought that they should be able to change work processes to suit them, and who resorted to crying and making scenes to try and get their way with co-workers. The public school system was established primarily as a benefit to society, not just the individual child. That is why we all pay taxes to the schools whether we have kids or not. If people want to take their children out, so be it -- but they still still have their obligation to support the schools.",0,"Although I have no idea what studies show about home schooled kids , I do know that , having hired two of them , my impression is not favorable . Both were prima donnas who spent a lot of time complaining about work rules , who thought that they should be able to change work processes to suit them , and who resorted to crying and making scenes to try and get their way with co - workers . The public school system was established primarily as a benefit to society , not just the individual child . That is why we all pay taxes to the schools whether we have kids or not . If people want to take their children out , so be it -- but they still still have their obligation to support the schools .",15009
a tax break,"Although I have no idea what studies show about home schooled kids, I do know that, having hired two of them, my impression is not favorable. Both were prima donnas who spent a lot of time complaining about work rules, who thought that they should be able to change work processes to suit them, and who resorted to crying and making scenes to try and get their way with co-workers. The public school system was established primarily as a benefit to society, not just the individual child. That is why we all pay taxes to the schools whether we have kids or not. If people want to take their children out, so be it -- but they still still have their obligation to support the schools.",0,"Although I have no idea what studies show about home schooled kids , I do know that , having hired two of them , my impression is not favorable . Both were prima donnas who spent a lot of time complaining about work rules , who thought that they should be able to change work processes to suit them , and who resorted to crying and making scenes to try and get their way with co - workers . The public school system was established primarily as a benefit to society , not just the individual child . That is why we all pay taxes to the schools whether we have kids or not . If people want to take their children out , so be it -- but they still still have their obligation to support the schools .",15025
taxing capital gains,"The rate's been dropped and we've been promised that that's all that was needed to ""unleash"" the ""job creators"". Then we got further statements from the current-day Republicans that ""job creators are on strike"". Well, they've not been using their tax savings to hire the rest of us. Reagan fired strikers, yet this time we're expected to reward them even more? Tax cuts and deals for those who can afford to get most of their income from investing seems to prove one thing - they don't circulate as much of their income as the rest of us do. From the way things are running this far in to Bush's ""temporary"" tax cuts all I can picture is a series of mansions with mattresses high in the air over all that frozen cash. Face it, Mr. Miron. There's no tax bar so low that some of the wealthy wouldn't pay bright people to find somewhere else with a lower rate. I'm picturing a land of negative taxation, and there they'd probably say they needed to be paid more by the populace.",1,"The rate 's been dropped and we 've been promised that that 's all that was needed to "" unleash "" the "" job creators "" . Then we got further statements from the current - day Republicans that "" job creators are on strike "" . Well , they 've not been using their tax savings to hire the rest of us . Reagan fired strikers , yet this time we 're expected to reward them even more ? Tax cuts and deals for those who can afford to get most of their income from investing seems to prove one thing - they do n't circulate as much of their income as the rest of us do . From the way things are running this far in to Bush 's "" temporary "" tax cuts all I can picture is a series of mansions with mattresses high in the air over all that frozen cash . Face it , Mr. Miron . There 's no tax bar so low that some of the wealthy would n't pay bright people to find somewhere else with a lower rate . I 'm picturing a land of negative taxation , and there they 'd probably say they needed to be paid more by the populace .",15093
motherhood,"As a single mother I adopted my nearly two year old daughter from China at 49 and three years later I brought home my son from China -- and he was nearly 13. Today he is one semester away from graduating college and she just had her Bat Mitzvah and is a rising eighth grader. Okay, so I am the oldest mom in her class -- in her school. Its not my fault. These are the children I was meant to have and I just had to wait for them to be available so I could bring them home. One of the best things about being an older parent -- one really doesn't care what others think.",1,"As a single mother I adopted my nearly two year old daughter from China at 49 and three years later I brought home my son from China -- and he was nearly 13 . Today he is one semester away from graduating college and she just had her Bat Mitzvah and is a rising eighth grader . Okay , so I am the oldest mom in her class -- in her school . Its not my fault . These are the children I was meant to have and I just had to wait for them to be available so I could bring them home . One of the best things about being an older parent -- one really does n't care what others think .",15136
mandatory for all children,"My respect for doctors plummets still further with this ignorant, scientific clap trap. Before this doctor opens her mouth she should research not just parrot propaganda Question everything! herd immunity was coined after noticing the if around 65% of the population had had the illness then some population immunity was conferred Was never about vaccination - which is not immunisation btw Check how many of the outbreaks are in vaccinated children ( don't they work) and check the severity ( don;t they work at all?) There is further the danger of causing the disease to be far more severe as the natural immunity of the population disappears ( check what measles did in the South Pacific) And then there is the compromised immune systems due to the injected toxins under the guise of adjuvants You are told that vaccines don't cause SIDS and autism etc etd Well listed as side effects on the vaccine inserts! America has very poor child health and is the most vaccinated country on earth Down around 197 Now go and do some independent research and try to sort out your country",0,"My respect for doctors plummets still further with this ignorant , scientific clap trap . Before this doctor opens her mouth she should research not just parrot propaganda Question everything ! herd immunity was coined after noticing the if around 65 % of the population had had the illness then some population immunity was conferred Was never about vaccination - which is not immunisation btw Check how many of the outbreaks are in vaccinated children ( do n't they work ) and check the severity ( don;t they work at all ? ) There is further the danger of causing the disease to be far more severe as the natural immunity of the population disappears ( check what measles did in the South Pacific ) And then there is the compromised immune systems due to the injected toxins under the guise of adjuvants You are told that vaccines do n't cause SIDS and autism etc etd Well listed as side effects on the vaccine inserts ! America has very poor child health and is the most vaccinated country on earth Down around 197 Now go and do some independent research and try to sort out your country",15206
prostituion,"Ms Ramos don't adult women have the right to decide what they do or do not want to do ? Isn't it equally coercive to restrict their freedom ? I also question the realism of your argument. AFAIK, prostitution seems to be a major sector of every known human society, in societys with strict penaltys (even death) and in societys where it is legal Isn't crimminlization like prohibition - something doomed to failure, as banning prostitution is like banning alcohol, or other drugs, perhaps desirable, but doomed to fail because it goes against human nature ? I think you are also confusing social class with prostitution; much prostituion is unpleasant because it is around poverty, just as coal mining is unpleasant.",1,"Ms Ramos do n't adult women have the right to decide what they do or do not want to do ? Is n't it equally coercive to restrict their freedom ? I also question the realism of your argument . AFAIK , prostitution seems to be a major sector of every known human society , in societys with strict penaltys ( even death ) and in societys where it is legal Is n't crimminlization like prohibition - something doomed to failure , as banning prostitution is like banning alcohol , or other drugs , perhaps desirable , but doomed to fail because it goes against human nature ? I think you are also confusing social class with prostitution ; much prostituion is unpleasant because it is around poverty , just as coal mining is unpleasant .",15215
internet,"Censorship might have a chilling effect, but so doesn't a generation of young people smoking weed and looking at porn on the internet. In the grand scheme of things, freedom is a relative concept that younger generations will have to accept. Individual rights ultimately will never trump responsibility for the greater good of us all, no matter how much the techies/hippies would like that.",0,"Censorship might have a chilling effect , but so does n't a generation of young people smoking weed and looking at porn on the internet . In the grand scheme of things , freedom is a relative concept that younger generations will have to accept . Individual rights ultimately will never trump responsibility for the greater good of us all , no matter how much the techies / hippies would like that .",15268
teach for america,"Thank you! I taught for nine years in Watts at one of the lowest performing schools in Country. The teach for America kids were great but their motives were 'on to bigger and better things' Not one of them stuck around after a year or two. Further, I felt they were treated,more often than not, as warm bodies to fill staffing shortages. Which in and of itself isn't necessarily a bad thing but there appeared, at least in the situation I observed, to be absolutely no support for them once they were in the classroom. It was kind of like dropping somebody into a combat situation with no arms training. In the inner city situation you need more than academics. You need classroom management skills.",0,"Thank you ! I taught for nine years in Watts at one of the lowest performing schools in Country . The teach for America kids were great but their motives were ' on to bigger and better things ' Not one of them stuck around after a year or two . Further , I felt they were treated , more often than not , as warm bodies to fill staffing shortages . Which in and of itself is n't necessarily a bad thing but there appeared , at least in the situation I observed , to be absolutely no support for them once they were in the classroom . It was kind of like dropping somebody into a combat situation with no arms training . In the inner city situation you need more than academics . You need classroom management skills .",15290
women,I had a beautiful home birth with a licensed midwife in 2011. I was so inspired by the experience that I became a certified birth doula and have attended 17 births (many at home or at a birth center). All women should have the opportunity to choose where they feel safest birthing. SO grateful for midwifery!,1,I had a beautiful home birth with a licensed midwife in 2011 . I was so inspired by the experience that I became a certified birth doula and have attended 17 births ( many at home or at a birth center ) . All women should have the opportunity to choose where they feel safest birthing . SO grateful for midwifery !,15302
kids at home,I had a beautiful home birth with a licensed midwife in 2011. I was so inspired by the experience that I became a certified birth doula and have attended 17 births (many at home or at a birth center). All women should have the opportunity to choose where they feel safest birthing. SO grateful for midwifery!,1,I had a beautiful home birth with a licensed midwife in 2011 . I was so inspired by the experience that I became a certified birth doula and have attended 17 births ( many at home or at a birth center ) . All women should have the opportunity to choose where they feel safest birthing . SO grateful for midwifery !,15306
electric cars,Electric cars have been a long time coming. Now that Solar pannels have become more more popular we will see the increase of electric cars productivity. It's really common sense: solar panels will absorb the energy into batteries which will forever provide electricity to run these cars. It's time!!! the sun power is always there even on cloudy days!!! I only wish I could convert my 2003 Nissan into an electric car. Could that be possible? Solar pannels will forever make us independent.,1,Electric cars have been a long time coming . Now that Solar pannels have become more more popular we will see the increase of electric cars productivity . It 's really common sense : solar panels will absorb the energy into batteries which will forever provide electricity to run these cars . It 's time ! ! ! the sun power is always there even on cloudy days ! ! ! I only wish I could convert my 2003 Nissan into an electric car . Could that be possible ? Solar pannels will forever make us independent .,15310
cherry-picking students,"What is most galling about the advocates and activists who insist on the right of the most disruptive kids to endanger their peers and compromise their education is the fact that they would never tolerate such behavior at the economically stratified schools where they send their own children. When was the last time a first-grader at a high-end Manhattan, Westchester, or Nassau private or public school picked up a chair over their head and threw it at a classmate, or told the teacher, using several of George Carlin's seven words, to perform an anatomically impossible act?",0,"What is most galling about the advocates and activists who insist on the right of the most disruptive kids to endanger their peers and compromise their education is the fact that they would never tolerate such behavior at the economically stratified schools where they send their own children . When was the last time a first - grader at a high - end Manhattan , Westchester , or Nassau private or public school picked up a chair over their head and threw it at a classmate , or told the teacher , using several of George Carlin 's seven words , to perform an anatomically impossible act ?",15357
veganism,"My wife and I are long-time vegans raising a healthy vegan child. Our wonderful daughter is above-average in height and in the 95th percentile in head size. She has hit virtually every developmental milestone at least a month ahead of average, and she has been regularly declared healthy and above average by our pediatrician, who has decades of experience with thousands of children and who has declared that he is comfortable with our vegan choice. We know at least a dozen other vegan children who are healthy and high-functioning. That's consistent with the findings of the American Dietetic Association, the nation's largest organization of nutrition scientists, which has issued a position paper written by experts who reviewed the existing peer-reviewed literature and found that well-planned vegan diets are healthful for infants and children. The considered opinion of such experts--and of our pediatrician--are what we rely on to make decisions about our child. We don't tend to factor in the opinions of cookbook writers.",1,"My wife and I are long - time vegans raising a healthy vegan child . Our wonderful daughter is above - average in height and in the 95th percentile in head size . She has hit virtually every developmental milestone at least a month ahead of average , and she has been regularly declared healthy and above average by our pediatrician , who has decades of experience with thousands of children and who has declared that he is comfortable with our vegan choice . We know at least a dozen other vegan children who are healthy and high - functioning . That 's consistent with the findings of the American Dietetic Association , the nation 's largest organization of nutrition scientists , which has issued a position paper written by experts who reviewed the existing peer - reviewed literature and found that well - planned vegan diets are healthful for infants and children . The considered opinion of such experts -- and of our pediatrician -- are what we rely on to make decisions about our child . We do n't tend to factor in the opinions of cookbook writers .",15391
home schoolers,"Based on the fact that many people without children, children out of school, or renters for that matter, still end up paying property taxes to fund schools in their areas, the tax breaks seem unfair. The fact is that that EVERYONE has a vested interest in the education of the kids in their communities,therefore everyone should pay. Let anyone school their kids however they want, but don't jeopardize the education of the public as a whole, to grant favoritism to a few who school their children in one certain way.",0,"Based on the fact that many people without children , children out of school , or renters for that matter , still end up paying property taxes to fund schools in their areas , the tax breaks seem unfair . The fact is that that EVERYONE has a vested interest in the education of the kids in their communities , therefore everyone should pay . Let anyone school their kids however they want , but do n't jeopardize the education of the public as a whole , to grant favoritism to a few who school their children in one certain way .",15401
a tax break,"Based on the fact that many people without children, children out of school, or renters for that matter, still end up paying property taxes to fund schools in their areas, the tax breaks seem unfair. The fact is that that EVERYONE has a vested interest in the education of the kids in their communities,therefore everyone should pay. Let anyone school their kids however they want, but don't jeopardize the education of the public as a whole, to grant favoritism to a few who school their children in one certain way.",0,"Based on the fact that many people without children , children out of school , or renters for that matter , still end up paying property taxes to fund schools in their areas , the tax breaks seem unfair . The fact is that that EVERYONE has a vested interest in the education of the kids in their communities , therefore everyone should pay . Let anyone school their kids however they want , but do n't jeopardize the education of the public as a whole , to grant favoritism to a few who school their children in one certain way .",15406
people,"In our society, people have to be told that their coffee is very hot, or to remove the plastic wrap of something before eating. I can't imagine people having to be informed about this years ago. IQ tests college degrees do not mean anything if he/she wants to put their finger in an electrical socket to find out if it works. I would say people are more educated than a generation ago, but there is a huge lack of common sense today which unfortunately you can not teach. Other than protecting people from themselves by putting them in bubble wrap, I don't see a fix for that.",0,"In our society , people have to be told that their coffee is very hot , or to remove the plastic wrap of something before eating . I ca n't imagine people having to be informed about this years ago . IQ tests college degrees do not mean anything if he / she wants to put their finger in an electrical socket to find out if it works . I would say people are more educated than a generation ago , but there is a huge lack of common sense today which unfortunately you can not teach . Other than protecting people from themselves by putting them in bubble wrap , I do n't see a fix for that .",15415
